filename,material_id,formula,is_ordered,conventional_num_sites,conventional_effective_atoms,primitive_num_sites,primitive_effective_atoms,parse_status,error,Ionic conductivity (S cm-1),has_fractional_occupancy,fractional_occupancy_row_count,disordered_asymmetric_site_count,disordered_position_multiplicity_sum,disordered_element_count,disordered_elements,mixed_site_count_sum_1,vacancy_site_count,overoccupied_site_count,disordered_site_details,ordering_batch_status,ordered_candidate_count,geometry_valid_candidate_count,selected_ordered_file,selected_ordered_formula,selected_ordered_num_atoms,ordering_supercell_multiplier,ordering_composition_max_drift,ordering_split_pair_count,ordering_split_cluster_count,geometry_min_distance_angstrom,geometry_min_distance_pair,geometry_min_radius_ratio,geometry_min_radius_pair,geometry_min_li_li_distance_angstrom,geometry_issues,geometry_error_candidate_count,best_error_file,ordering_result_summary
j8q.cif,j8q,Li20.056 Ge2 P4 S24,False,62,50.056,62,50.056,ok,,0.0121,True,6,5,36,3,Ge;Li;P,1,4,0,Li@0.466[m=16];Li@0.74[m=8];Li@0.81[m=4];Li@0.86[m=4];Ge@0.5+P@0.5[m=4],manual_review,5,0,,Li60 Ge6 P12 S72,150,3,0.0,0,0,1.60142082,Li-Li,0.62555501,Li-Li,1.60142082,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/j8q_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
jej.cif,jej,Li47.76 Ca7.9992 La16.0008 Ta16 O96,False,256,183.76,128,91.88,ok,,2.2e-06,True,4,3,144,3,Ca;La;Li,1,2,0,Li@0.32[m=96];Li@0.71[m=24];Ca@0.3333+La@0.6667[m=24],manual_review,5,0,,Li24 Ca4 La8 Ta8 O48,92,1,0.0,0,0,0.49355911,Li-Li,0.19279653,Li-Li,0.49355911,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/jej_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
jkq.cif,jkq,Li7.96 Mg4.04 Ti12 O32,False,56,56,56,56,ok,,1.53e-11,True,4,2,12,2,Li;Mg,2,0,0,Li@0.89+Mg@0.11[m=4];Li@0.55+Mg@0.45[m=8],geometry_ok,5,5,OBELIX/ordered_cifs/jkq_ordered.cif,Li16 Mg8 Ti24 O64,112,2,0.000714285714285709,0,0,1.78608097,O-Ti,0.79030131,O-Ti,3.51322697,,0,,成功有序化（5/5 个候选通过几何检查）
jl4.cif,jl4,Li8.56 Mg3.16 Ti12.28 O32,False,56,56,56,56,ok,,6.56e-10,True,5,2,12,3,Li;Mg;Ti,2,0,0,Li@0.92+Mg@0.01+Ti@0.07[m=4];Li@0.61+Mg@0.39[m=8],geometry_ok,5,5,OBELIX/ordered_cifs/jl4_ordered.cif,Li26 Mg9 Ti37 O96,168,3,0.0028571428571428567,0,0,1.83554905,Li-O,0.85949305,O-Ti,3.25641781,,0,,成功有序化（5/5 个候选通过几何检查）
joc.cif,joc,Li6 P2 S7.82,False,16,15.82,16,15.82,ok,,2.6e-07,True,3,3,8,1,S,0,3,0,S@0.97[m=4];S@0.98[m=2];S@0.99[m=2],geometry_ok,1,1,OBELIX/ordered_cifs/joc_ordered.cif,Li6 P2 S8,16,1,0.0,0,0,1.94169303,P-S,0.91589294,P-S,3.50590419,,0,,成功有序化（1/1 个候选通过几何检查）
jqc.cif,jqc,Li7 Bi1 O6,False,15,14,15,14,ok,,1.58489e-06,True,4,4,8,1,Li,0,4,0,Li@0.875[m=2];Li@0.875[m=2];Li@0.875[m=2];Li@0.875[m=2],manual_review,5,0,,Li20 Bi3 O18,41,3,0.012195121951219523,0,0,1.75113391,Li-O,0.74526890,Li-Li,1.90788839,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/jqc_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
jy6.cif,jy6,Li24 P4 Cl4 O20,True,52,52,13,13,ok,,1e-09,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/jy6_ordered.cif,Li6 P1 Cl1 O5,13,,0.0,0,0,1.50237481,O-P,0.86842475,O-P,2.54893765,,0,,原始 CIF 已完全有序，并通过几何检查
k4x.cif,k4x,Li20.708 Si2.7 P3.3 S24,False,62,50.708,62,50.708,ok,,0.0065,True,6,5,36,3,Li;P;Si,1,4,0,Li@0.458[m=16];Li@0.8[m=8];Li@0.829[m=4];Li@0.916[m=4];P@0.325+Si@0.675[m=4],manual_review,5,0,,Li42 Si5 P7 S48,102,2,0.004226428285284287,0,0,1.55411423,Li-Li,0.60707587,Li-Li,1.55411423,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/k4x_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
ka6.cif,ka6,Li40.032 La24 Ta16 O96,False,304,176.032,152,88.016,ok,,6.61e-06,True,3,3,168,1,Li,0,3,0,Li@0.147[m=96];Li@0.139[m=48];Li@0.802[m=24],manual_review,5,0,,Li20 La12 Ta8 O48,88,1,0.0,0,0,1.58541651,Li-Li,0.61930332,Li-Li,1.58541651,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/ka6_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
kab.cif,kab,Li7.8 Ti10.2 Al1.8 P18 O72,False,144,109.8,48,36.6,ok,,3.75e-05,True,3,2,48,3,Al;Li;Ti,1,1,0,Li@0.05[m=36];Al@0.15+Ti@0.85[m=12],geometry_ok,5,5,OBELIX/ordered_cifs/kab_ordered.cif,Li5 Ti7 Al1 P12 O48,73,2,0.00299423609551612,0,0,1.40401636,O-P,0.79282619,O-Ti,3.14234931,,0,,成功有序化（5/5 个候选通过几何检查）
kbo.cif,kbo,Sr8 Li8 Al4 P12 O48,True,80,80,80,80,ok,,<1E-10,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/kbo_ordered.cif,Sr8 Li8 Al4 P12 O48,80,,0.0,0,0,1.50462657,O-P,0.86972634,O-P,4.17432404,,0,,原始 CIF 已完全有序，并通过几何检查
kbq.cif,kbq,Li39.96 La24 Bi16 O96,False,256,175.96,128,87.98,ok,,1.9e-05,True,2,2,120,1,Li,0,2,0,Li@0.218[m=96];Li@0.793[m=24],manual_review,5,0,,Li20 La12 Bi8 O48,88,1,0.0,0,0,1.24109821,Li-O,0.63974135,Li-O,1.65339374,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/kbq_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
kbu.cif,kbu,Li45.696 La24 Sm2.8 Ta13.2 O96,False,304,181.696,152,90.848,ok,,2.15e-05,True,5,4,184,3,Li;Sm;Ta,1,3,0,Li@0.193[m=96];Li@0.227[m=48];Li@0.678[m=24];Sm@0.175+Ta@0.825[m=16],manual_review,5,0,,Li22 La12 Sm1 Ta7 O48,90,1,0.0062611927393377564,0,0,0.63365819,Li-Li,0.24752273,Li-Li,0.63365819,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/kbu_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
kfp.cif,kfp,Ba8 Li16 P16 O56,True,96,96,48,48,ok,,1.59881e-17,False,0,0,0,0,,0,0,0,,manual_review,1,0,,Ba4 Li8 P8 O28,48,,0.0,0,0,1.23962469,O-P,0.71654607,O-P,3.05953571,radius_ratio<0.75,1,OBELIX/ordered_cifs/erro/kfp_ordered.cif,原始 CIF 已有序，但未通过几何检查（0/1 个候选通过；原因：radius_ratio<0.75）
kgl.cif,kgl,Li24 P4 S19.99832967 Br0.99940859 Cl2.99826174,False,76,51.996,19,12.999,ok,,0.00226,True,7,3,56,4,Br;Cl;Li;S,1,2,0,Li@0.5[m=48];Br@0.102+Cl@0.315+S@0.582[m=4];Br@0.14785215+Cl@0.43456543+S@0.41758242[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/kgl_ordered.cif,Li42 P7 S35 Br2 Cl5,91,7,0.0027373580339193106,0,0,1.95294674,P-S,0.78392076,Li-Li,2.00683714,,0,,成功有序化（5/5 个候选通过几何检查）
kh3.cif,kh3,Li50.496 La24 Zr12 Ta4 O96,False,328,186.496,164,93.248,ok,,0.00092,True,4,3,208,3,Li;Ta;Zr,1,2,0,Li@0.104[m=96];Li@0.422[m=96];Ta@0.25+Zr@0.75[m=16],manual_review,5,0,,Li25 La12 Zr6 Ta2 O48,93,1,0.0019446350949441915,0,0,1.01367495,Li-Li,0.39596678,Li-Li,1.01367495,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/kh3_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
kji.cif,kji,Li51.168 La24 Zr11.2 Ta4.8 O96,False,256,187.168,128,93.584,ok,,0.001,True,4,3,136,3,Li;Ta;Zr,1,2,0,Li@0.293[m=96];Li@0.96[m=24];Ta@0.3+Zr@0.7[m=16],manual_review,5,0,,Li26 La12 Zr6 Ta2 O48,94,1,0.004360046065665868,0,0,0.60385997,Li-Li,0.23588280,Li-Li,0.60385997,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/kji_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
kkn.cif,kkn,Li24 Br12 N4,False,112,40,28,10,ok,,1e-08,True,1,1,96,1,Li,0,1,0,Li@0.25[m=96],manual_review,5,0,,Li6 Br3 N1,10,1,0.0,0,0,1.34830159,Li-Li,0.52668031,Li-Li,1.34830159,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/kkn_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
kko.cif,kko,Li20.08 Sn2 P4 S24,False,70,50.08,70,50.08,ok,,0.0038,True,6,5,44,3,Li;P;Sn,1,4,0,Li@0.5[m=16];Li@0.35[m=16];Li@0.74[m=4];Li@0.88[m=4];P@0.5+Sn@0.5[m=4],manual_review,5,0,,Li40 Sn4 P8 S48,100,2,0.0,8,0,1.78051369,Li-Li,0.69551316,Li-Li,1.78051369,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/kko_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
klr.cif,klr,Li16 Sn4 Se8.092 S7.908,False,40,36,40,36,ok,,3.6e-05,True,7,4,24,3,Li;S;Se,3,1,0,Li@0.5[m=8];S@0.417+Se@0.583[m=8];S@0.511+Se@0.489[m=4];S@0.632+Se@0.368[m=4],geometry_ok,5,5,OBELIX/ordered_cifs/klr_ordered.cif,Li32 Sn8 Se16 S16,72,2,0.0,4,0,2.37105605,Li-S,0.92762290,Se-Sn,2.89984141,,0,,成功有序化（5/5 个候选通过几何检查）
kmv.cif,kmv,Li16 Sn4 S16,False,48,36,48,36,ok,,7e-05,True,2,2,16,1,Li,0,2,0,Li@0.25[m=8];Li@0.25[m=8],geometry_ok,5,4,OBELIX/ordered_cifs/kmv_ordered.cif,Li16 Sn4 S16,36,1,0.0,0,0,2.02664850,Li-Li,0.79165957,Li-Li,2.02664850,,1,OBELIX/ordered_cifs/erro/kmv_ordered.cif,成功有序化（4/5 个候选通过几何检查）
kop.cif,kop,Li20.064 Sn0.64372 Ge1.35628 P4 S24,False,70,50.064,70,50.064,ok,,0.0064,True,6,4,40,4,Ge;Li;P;Sn,1,3,0,Li@0.419[m=16];Li@0.42[m=16];Li@0.66[m=4];Ge@0.33907+P@0.5+Sn@0.16093[m=4],manual_review,5,0,,Li39 Sn1 Ge3 P8 S48,99,2,0.005613715895143867,0,0,1.45765705,Li-Li,0.56939728,Li-Li,1.45765705,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/kop_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
ku9.cif,ku9,Na0.1 Li0.4 La0.5 Nb2 O6,False,9,9,9,9,ok,,9.92e-06,True,3,1,1,3,La;Li;Na,1,0,0,La@0.5+Li@0.4+Na@0.1[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/ku9_ordered.cif,Na1 Li3 La4 Nb16 O48,72,8,0.002777777777777782,0,0,1.87604665,Nb-O,0.81567246,Nb-O,5.52038269,,0,,成功有序化（5/5 个候选通过几何检查）
kxw.cif,kxw,Li18 Al18 Ge18 O72,True,126,126,42,42,ok,,<1E-10,False,0,0,0,0,,0,0,0,,manual_review,1,0,,Li6 Al6 Ge6 O24,42,,0.0,0,0,1.38491198,Ge-O,0.74457633,Ge-O,4.03894084,radius_ratio<0.75,1,OBELIX/ordered_cifs/erro/kxw_ordered.cif,原始 CIF 已有序，但未通过几何检查（0/1 个候选通过；原因：radius_ratio<0.75）
l2w.cif,l2w,Li3.3332 Mg0.3334 P2 S6,False,14,11.6666,14,11.6666,ok,,8.2e-08,True,5,4,8,3,Li;Mg;P,1,3,0,Li@0.8333[m=2];Li@0.8333+Mg@0.1667[m=2];P@0.199[m=2];P@0.801[m=2],geometry_ok,5,5,OBELIX/ordered_cifs/l2w_ordered.cif,Li10 Mg1 P6 S18,35,3,9.795974344306568e-06,2,0,2.05781386,P-S,0.97066691,P-S,3.29770000,,0,,成功有序化（5/5 个候选通过几何检查）
l6h.cif,l6h,Li51.168 La24 Zr14.4 Ta1.6 Al1.632 O96,False,256,188.8,128,94.4,ok,,0.000614,True,6,3,136,4,Al;Li;Ta;Zr,1,2,0,Al@0.004+Li@0.692[m=24];Al@0.016+Li@0.36[m=96];Ta@0.1+Zr@0.9[m=16],manual_review,5,0,,Li25 La12 Zr7 Ta1 Al1 O48,94,1,0.00201885704950977,0,0,1.08172832,Li-Li,0.42255013,Li-Li,1.08172832,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/l6h_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
l9r.cif,l9r,Li48.0 Ca7.9992 La16.0008 Ta16 O96,False,208,184,104,92,ok,,2.2e-06,True,4,3,96,3,Ca;La;Li,1,2,0,Li@0.727[m=48];Li@0.546[m=24];Ca@0.3333+La@0.6667[m=24],geometry_ok,5,5,OBELIX/ordered_cifs/l9r_ordered.cif,Li24 Ca4 La8 Ta8 O48,92,1,0.0,0,0,1.82360741,Li-O,0.76054920,Li-Li,1.94700595,,0,,成功有序化（5/5 个候选通过几何检查）
l9v.cif,l9v,Li36 Al12 F72,True,120,120,60,60,ok,,5e-07,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/l9v_ordered.cif,Li18 Al6 F36,60,,0.0,0,0,1.69922450,Al-F,0.87159802,Li-Li,2.23129094,,0,,原始 CIF 已完全有序，并通过几何检查
lap.cif,lap,Li7.8 Ti10.2 Al1.8 P18 O72,False,144,109.8,48,36.6,ok,,0.00113,True,3,2,48,3,Al;Li;Ti,1,1,0,Li@0.05[m=36];Al@0.15+Ti@0.85[m=12],manual_review,5,0,,Li5 Ti7 Al1 P12 O48,73,2,0.00299423609551612,0,0,1.58625047,O-P,0.70584296,O-Ti,2.99603320,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/lap_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
ldx.cif,ldx,Li6 Ge12 P18 O72,True,108,108,36,36,ok,,4.83e-09,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/ldx_ordered.cif,Li2 Ge4 P6 O24,36,,0.0,0,0,1.45975509,O-P,0.82431260,Ge-O,5.86812557,,0,,原始 CIF 已完全有序，并通过几何检查
lk8.cif,lk8,Li0.442 La0.558 Ti0.909 Al0.09 O3,False,5,4.999,5,4.999,ok,,0.00151,True,4,2,2,4,Al;La;Li;Ti,1,1,0,La@0.558+Li@0.442[m=1];Al@0.09+Ti@0.909[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/lk8_ordered.cif,Li4 La5 Ti8 Al1 O27,45,9,0.0003858549487675278,0,0,1.93484996,O-Ti,0.85612830,O-Ti,3.86969996,,0,,成功有序化（5/5 个候选通过几何检查）
lkm.cif,lkm,Li24 Ge8 O28,True,60,60,60,60,ok,,8.5e-07,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/lkm_ordered.cif,Li24 Ge8 O28,60,,0.0,0,0,1.51417669,Li-O,0.78050345,Li-O,2.21184572,,0,,原始 CIF 已完全有序，并通过几何检查
lol.cif,lol,Li8.23396 P2 S8 I2,False,36,20.23396,36,20.23396,ok,,0.00012,True,5,5,24,1,Li,0,5,0,Li@0.0753[m=8];Li@0.37662[m=8];Li@0.67861[m=2];Li@0.52716[m=4];Li@0.57637[m=2],manual_review,5,0,,Li42 P10 S40 I10,102,5,0.004827062435395435,0,0,1.39770327,Li-Li,0.54597784,Li-Li,1.39770327,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/lol_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
lpt.cif,lpt,Li32.04 Nd24 Sb8 Te8 O96,False,256,168.04,128,84.02,ok,,8.7e-09,True,4,3,136,3,Li;Sb;Te,1,2,0,Li@0.087[m=96];Li@0.987[m=24];Sb@0.5+Te@0.5[m=16],manual_review,5,0,,Li16 Nd12 Sb4 Te4 O48,84,1,0.0,0,0,1.50725854,Li-O,0.73793838,Li-Li,1.88912225,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/lpt_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
lpx.cif,lpx,Li6.831 Y0.9 Zr11.088 P18 O72,False,156,108.819,52,36.273,ok,,7.1e-05,True,4,3,66,3,Li;Y;Zr,0,3,0,Li@0.0805[m=18];Li@0.1495[m=36];Y@0.075+Zr@0.924[m=12],manual_review,5,0,,Li5 Y1 Zr7 P12 O48,73,2,0.006003559763120558,0,0,1.48578626,O-P,0.66739890,Li-P,1.80752586,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/lpx_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
lrh.cif,lrh,Li10 V8 P12 O48,False,80,78,80,78,ok,,1.9e-07,True,2,2,8,1,Li,0,2,0,Li@0.96[m=4];Li@0.54[m=4],manual_review,3,0,,Li10 V8 P12 O48,78,1,0.0,0,0,1.21401538,O-P,0.70174299,O-P,2.78435810,radius_ratio<0.75,3,OBELIX/ordered_cifs/erro/lrh_ordered.cif,未通过几何检查（0/3 个候选通过；原因：radius_ratio<0.75）
lud.cif,lud,Li0.358 La0.642 Ti0.87 Al0.129 O3,False,5,4.999,5,4.999,ok,,0.000568,True,4,2,2,4,Al;La;Li;Ti,1,1,0,La@0.642+Li@0.358[m=1];Al@0.129+Ti@0.87[m=1],geometry_ok,5,5,OBELIX/ordered_cifs/lud_ordered.cif,Li2 La4 Ti5 Al1 O18,30,6,0.004947656197906242,0,0,1.93084996,O-Ti,0.85435839,O-Ti,5.46126857,,0,,成功有序化（5/5 个候选通过几何检查）
lxk.cif,lxk,Li26.688 Ge3.092 P0.908 S20 I4,False,100,54.688,25,13.672,ok,,0.00554,True,8,5,84,5,Ge;I;Li;P;S,3,2,0,Li@0.351[m=48];Li@0.41[m=24];Ge@0.773+P@0.227[m=4];I@0.056+S@0.944[m=4];I@0.944+S@0.056[m=4],manual_review,5,0,,Li67 Ge8 P2 S50 I10,137,10,0.0020047366240555572,0,0,0.72198985,Li-Li,0.28202728,Li-Li,0.72198985,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/lxk_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
m0v.cif,m0v,Li10.72 Ti13.28 O32,False,56,56,14,14,ok,,6.03e-08,True,2,1,16,2,Li;Ti,1,0,0,Li@0.17+Ti@0.83[m=16],geometry_ok,2,2,OBELIX/ordered_cifs/m0v_ordered.cif,Li5 Ti7 O16,28,2,0.012857142857142873,0,0,1.90017864,O-Ti,0.84078701,O-Ti,3.46670206,,0,,成功有序化（2/2 个候选通过几何检查）
mde.cif,mde,Li4 B24 O36 F4,True,68,68,68,68,ok,,<1E-10,False,0,0,0,0,,0,0,0,,manual_review,1,0,,Li4 B24 O36 F4,68,,0.0,0,0,1.11425336,B-O,0.74283558,B-O,3.86158697,radius_ratio<0.75,1,OBELIX/ordered_cifs/erro/mde_ordered.cif,原始 CIF 已有序，但未通过几何检查（0/1 个候选通过；原因：radius_ratio<0.75）
mdp.cif,mdp,Li14 P6 S22,True,42,42,42,42,ok,,0.0032,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/mdp_ordered.cif,Li14 P6 S22,42,,0.0,0,0,1.86397807,P-S,0.85398856,Li-S,2.34529125,,0,,原始 CIF 已完全有序，并通过几何检查
me3.cif,me3,Sr0.4008 Li4 La3.5992 O8,False,16,16,16,16,ok,,6.29e-10,True,2,1,4,2,La;Sr,1,0,0,La@0.8998+Sr@0.1002[m=4],geometry_ok,1,1,OBELIX/ordered_cifs/me3_ordered.cif,Sr1 Li8 La7 O16,32,2,0.006200000000000011,0,0,1.82532381,Li-O,0.84253206,La-O,2.97099545,,0,,成功有序化（1/1 个候选通过几何检查）
mfs.cif,mfs,Li8 Zn4 Ge12 O32,False,56,56,56,56,ok,,<1E-10,True,2,1,8,2,Li;Zn,1,0,0,Li@0.5+Zn@0.5[m=8],geometry_ok,5,5,OBELIX/ordered_cifs/mfs_ordered.cif,Li8 Zn4 Ge12 O32,56,1,0.0,0,0,1.77731428,Ge-O,0.95554531,Ge-O,3.33581034,,0,,成功有序化（5/5 个候选通过几何检查）
mfu.cif,mfu,Li12.0004 Fe3.9996 Mo12 O48,False,76,76,76,76,ok,,5.89e-10,True,4,2,12,2,Fe;Li,2,0,0,Fe@0.3333+Li@0.6667[m=8];Fe@0.3333+Li@0.6667[m=4],manual_review,5,0,,Li24 Fe8 Mo24 O96,152,2,0.0,0,0,1.51919289,Mo-O,0.69054222,Mo-O,2.57310168,radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/mfu_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75）
mg4.cif,mg4,Li6 Ti10.2 Al1.8 P18 O72,False,108,108,36,36,ok,,0.0062,True,2,1,12,2,Al;Ti,1,0,0,Al@0.15+Ti@0.85[m=12],geometry_ok,1,1,OBELIX/ordered_cifs/mg4_ordered.cif,Li4 Ti7 Al1 P12 O48,72,2,0.002777777777777782,0,0,1.58360176,O-P,0.82780350,O-Ti,6.01061980,,0,,成功有序化（1/1 个候选通过几何检查）
mn3.cif,mn3,Li16 Sn4 Se16,False,40,36,40,36,ok,,4.5e-08,True,1,1,8,1,Li,0,1,0,Li@0.5[m=8],geometry_ok,1,1,OBELIX/ordered_cifs/mn3_ordered.cif,Li16 Sn4 Se16,36,1,0.0,4,0,2.20475936,Li-Se,0.88901587,Li-Se,3.04708752,,0,,成功有序化（1/1 个候选通过几何检查）
mq1.cif,mq1,Li6 Sb2 S8,True,16,16,16,16,ok,,4.8e-09,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/mq1_ordered.cif,Li6 Sb2 S8,16,,0.0,0,0,2.09789594,Li-S,0.90038453,Li-S,3.54882303,,0,,原始 CIF 已完全有序，并通过几何检查
mtn.cif,mtn,Li20 Ge2 P4 S24,False,66,50,66,50,ok,,0.0246,True,6,5,40,3,Ge;Li;P,1,4,0,Li@0.68[m=4];Li@0.5[m=16];Li@0.54[m=8];Li@0.62[m=8];Ge@0.5+P@0.5[m=4],manual_review,5,0,,Li59 Ge6 P12 S72,149,3,0.004026845637583931,4,0,1.35841645,Li-Li,0.53063143,Li-Li,1.35841645,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/mtn_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
mtr.cif,mtr,Li45.3768 La23.568 Zr16 Fe1.284 O96,False,208,182.2288,104,91.1144,ok,,0.000935,True,6,4,96,3,Fe;La;Li,0,4,0,Li@0.5971[m=48];Fe@0.014+Li@0.736[m=12];Fe@0.093+Li@0.657[m=12];La@0.982[m=24],manual_review,5,0,,Li46 La24 Zr16 Fe1 O96,183,2,0.0019119172526899375,0,0,1.60624804,Li-Li,0.59490668,Fe-Li,1.60624804,radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/mtr_ordered.cif,未通过几何检查（0/5 个候选通过；原因：radius_ratio<0.75;Li-Li<1.8）
my9.cif,my9,Li7.332 Ti10.7712 Al1.2276 P18 O72,False,144,109.3308,144,109.3308,ok,,0.000595,True,3,2,48,3,Al;Li;Ti,0,2,0,Li@0.037[m=36];Al@0.1023+Ti@0.8976[m=12],geometry_ok,5,5,OBELIX/ordered_cifs/my9_ordered.cif,Li7 Ti11 Al1 P18 O72,109,1,0.0016345893267588202,0,0,1.50509348,O-P,0.80160639,O-Ti,3.11858318,,0,,成功有序化（5/5 个候选通过几何检查）
n27.cif,n27,Li4 B4 O8,True,16,16,16,16,ok,,1e-08,False,0,0,0,0,,0,0,0,,source_ordered,1,1,OBELIX/ordered_cifs/n27_ordered.cif,Li4 B4 O8,16,,0.0,0,0,1.26395713,B-O,0.84263809,B-O,2.58385494,,0,,原始 CIF 已完全有序，并通过几何检查
na5.cif,na5,Li6 Mo16 H94 W2 S16 O79.96,False,322,213.96,161,106.98,ok,,3.8e-07,True,23,23,168,3,H;O;W,0,23,0,H@0.35[m=8];H@0.5[m=8];H@0.5[m=8];H@0.25[m=8];H@0.5[m=8];H@0.21[m=8];H@0.21[m=8];H@0.25[m=8];H@0.22[m=8];H@0.21[m=8];H@0.25[m=8];H@0.7[m=8];H@0.45[m=8];H@0.25[m=8];H@0.7[m=8];H@0.65[m=8];H@0.4[m=8];H@0.15[m=4];H@0.15[m=4];W@0.5[m=4];O@0.21[m=8];O@0.21[m=8];O@0.15[m=4],manual_review,5,0,,Li9 Mo24 H142 W3 S24 O121,323,3,0.0006641647245790305,15,0,0.65571333,H-O,0.65163439,O-W,2.86577903,distance<0.8;radius_ratio<0.75,5,OBELIX/ordered_cifs/erro/na5_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75）
ner.cif,ner,Ba7.9992 Li48.0 La16.0008 Ta16 O96,False,256,184,128,92,ok,,1.69e-05,True,4,3,144,3,Ba;La;Li,1,2,0,Li@0.4[m=96];Li@0.4[m=24];Ba@0.3333+La@0.6667[m=24],manual_review,5,0,,Ba4 Li24 La8 Ta8 O48,92,1,0.0,0,0,0.50616249,Li-Li,0.19771972,Li-Li,0.50616249,distance<0.8;radius_ratio<0.75;Li-Li<1.8,5,OBELIX/ordered_cifs/erro/ner_ordered.cif,未通过几何检查（0/5 个候选通过；原因：distance<0.8;radius_ratio<0.75;Li-Li<1.8）
nhq.cif,nhq,Li12 P4 S16,False,36,32,36,32,ok,,8.93e-07,True,2,2,8,1,Li,0,2,0,Li@0.7[m=4];Li@0.3[m=4],manual_review,2,0,,Li12 P4 S16,32,1,0.0,0,0,1.49254411,Li-S,0.64057687,Li-S,2.87683043,radius_ratio<0.75,2,OBELIX/ordered_cifs/erro/nhq_ordered.cif,未通过几何检查（0/2 个候选通过；原因：radius_ratio<0.75）
